ResponseID,list,msg,typos,gram_err,friends,similar,consci,less intell,intell,sophis,friendly,considerate,housemate,likeable,trust,flowed,education,age,reads,Ecommunication,Grammar,Bothered,Noticed,Extraver,Agree,Consci,Neur,Open,Scale
R_1zXs4JijncqNELX,1,C.J.,0,0,1,1,2,5,3,1,5,2,2,3,1,2,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,2.090909091
R_1zXs4JijncqNELX,1,Cameron,0,0,6,6,5,2,6,4,4,5,5,4,5,5,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,5
R_1zXs4JijncqNELX,1,Chris,2,0,5,2,2,5,3,4,6,3,5,5,3,4,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,3.818181818
R_1zXs4JijncqNELX,1,Jamie,2,0,3,3,6,4,4,5,3,2,5,4,4,4,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,3.909090909
R_1zXs4JijncqNELX,1,Jessie,0,0,5,5,6,4,4,3,4,3,4,5,4,6,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,4.454545455
R_1zXs4JijncqNELX,1,Jordan,3,0,6,3,5,4,4,6,5,6,6,6,6,5,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,5.272727273
R_1zXs4JijncqNELX,1,Pat,0,2,5,2,3,4,4,5,4,4,4,5,2,4,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,3.818181818
R_1zXs4JijncqNELX,1,Sam,1,4,4,4,3,4,4,2,5,3,6,5,4,3,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,3.909090909
R_1zXs4JijncqNELX,1,Taylor,4,0,2,2,2,6,2,2,4,2,3,3,4,1,3,22,3,2.25,6,2,1,3.125,3.555555556,2.777777778,2.625,3.1,2.454545455
R_24b7FXz9C50aE9T,3,Adrian,0,0,5,5,6,2,6,3,6,6,6,6,6,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,5.545454545
R_24b7FXz9C50aE9T,3,Alex,0,0,3,3,5,3,5,5,6,6,5,5,5,5,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,4.818181818
R_24b7FXz9C50aE9T,3,Blair,2,0,3,3,5,3,5,3,6,6,3,5,5,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,4.545454545
R_24b7FXz9C50aE9T,3,C.J.,2,0,2,2,3,3,5,3,5,5,2,5,6,5,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,3.909090909
R_24b7FXz9C50aE9T,3,Cameron,3,0,7,7,6,3,5,5,6,7,7,7,7,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,6.363636364
R_24b7FXz9C50aE9T,3,Chris,0,3,5,3,6,3,5,3,6,5,3,5,5,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,4.727272727
R_24b7FXz9C50aE9T,3,Jamie,0,3,2,2,5,3,5,3,5,5,2,5,5,5,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,4
R_24b7FXz9C50aE9T,3,Jessie,2,0,6,5,6,3,5,5,6,6,6,6,6,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,5.727272727
R_24b7FXz9C50aE9T,3,Jordan,0,3,6,5,6,3,5,3,6,6,6,6,6,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,5.545454545
R_24b7FXz9C50aE9T,3,Pat,0,0,6,6,6,3,5,6,6,6,7,7,7,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,6.181818182
R_24b7FXz9C50aE9T,3,Sam,0,0,6,5,6,3,5,3,6,6,6,6,6,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,5.545454545
R_24b7FXz9C50aE9T,3,Taylor,0,4,6,6,6,3,5,5,6,6,6,6,6,6,2,40,5,3.25,6,,2,3.125,4.555555556,4.222222222,2,3.8,5.818181818
R_2ivHWLq5kJcRvUh,2,Adrian,3,0,4,3,3,5,3,3,6,5,5,5,5,3,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,4.090909091
R_2ivHWLq5kJcRvUh,2,Alex,3,0,4,4,3,5,3,3,5,5,4,5,5,3,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,4
R_2ivHWLq5kJcRvUh,2,Blair,0,3,4,4,4,4,4,3,5,5,5,5,4,5,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,4.363636364
R_2ivHWLq5kJcRvUh,2,C.J.,0,4,4,3,3,5,3,3,6,2,3,5,4,4,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,3.636363636
R_2ivHWLq5kJcRvUh,2,Cameron,0,2,4,3,4,3,5,4,5,5,4,5,5,5,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,4.454545455
R_2ivHWLq5kJcRvUh,2,Chris,0,0,6,4,5,3,5,3,5,5,6,6,6,5,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,5.090909091
R_2ivHWLq5kJcRvUh,2,Jamie,0,0,5,4,3,4,4,3,5,5,5,5,5,6,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,4.545454545
R_2ivHWLq5kJcRvUh,2,Jessie,0,3,3,2,6,2,6,2,6,6,5,6,6,6,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,4.909090909
R_2ivHWLq5kJcRvUh,2,Jordan,0,0,5,3,5,3,5,5,5,6,5,5,5,6,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,5
R_2ivHWLq5kJcRvUh,2,Pat,2,0,4,3,4,4,4,4,5,5,5,5,5,5,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,4.454545455
R_2ivHWLq5kJcRvUh,2,Sam,2,0,5,4,4,4,4,4,5,5,4,5,5,5,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,4.545454545
R_2ivHWLq5kJcRvUh,2,Taylor,0,0,6,6,6,2,6,5,6,6,6,6,6,6,4,41,6,1.25,6,2,1,3,4,2.888888889,3.625,3,5.909090909
R_2lO3ujwuKmwHcz3,2,Adrian,3,0,4,2,5,4,4,4,6,6,5,6,6,5,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,4.818181818
R_2lO3ujwuKmwHcz3,2,Alex,3,0,1,1,1,2,6,2,7,4,3,4,4,3,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,3.272727273
R_2lO3ujwuKmwHcz3,2,Blair,0,3,2,1,4,4,4,4,7,5,3,5,5,3,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,3.909090909
R_2lO3ujwuKmwHcz3,2,C.J.,0,4,2,1,4,4,4,4,7,6,3,5,5,2,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,3.909090909
R_2lO3ujwuKmwHcz3,2,Cameron,0,2,6,6,5,2,6,4,7,7,7,7,7,7,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,6.272727273
R_2lO3ujwuKmwHcz3,2,Chris,0,0,5,1,5,2,6,2,7,6,5,5,6,5,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,4.818181818
R_2lO3ujwuKmwHcz3,2,Jamie,0,0,5,3,5,2,6,4,7,7,6,6,6,7,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,5.636363636
R_2lO3ujwuKmwHcz3,2,Jessie,0,3,6,5,6,4,4,4,7,7,7,7,7,7,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,6.090909091
R_2lO3ujwuKmwHcz3,2,Jordan,0,0,4,1,5,2,6,3,7,7,5,6,5,6,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,5
R_2lO3ujwuKmwHcz3,2,Pat,2,0,4,2,4,2,6,4,7,6,4,6,6,5,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,4.909090909
R_2lO3ujwuKmwHcz3,2,Sam,2,0,5,4,4,4,4,4,7,6,5,6,6,5,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,5.090909091
R_2lO3ujwuKmwHcz3,2,Taylor,0,0,7,7,6,2,6,5,6,6,7,7,7,7,4,30,3,1,6,2,1,2.125,4.777777778,4.777777778,3,3.6,6.454545455
R_38JgfgJ9skBVSbb,1,Adrian,0,2,6,5,5,2,6,3,5,5,6,5,5,6,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,5.181818182
R_38JgfgJ9skBVSbb,1,Alex,0,3,1,4,4,5,3,1,5,3,1,3,3,5,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,3
R_38JgfgJ9skBVSbb,1,Blair,0,0,3,4,5,3,5,2,6,3,3,5,3,6,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,4.090909091
R_38JgfgJ9skBVSbb,1,C.J.,0,0,3,5,5,5,3,1,6,3,1,5,5,6,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,3.909090909
R_38JgfgJ9skBVSbb,1,Cameron,0,0,7,5,6,1,7,6,6,6,7,6,6,7,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,6.272727273
R_38JgfgJ9skBVSbb,1,Chris,2,0,5,5,5,2,6,5,5,5,5,5,5,3,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,4.909090909
R_38JgfgJ9skBVSbb,1,Jamie,2,0,3,5,5,5,3,1,5,5,1,5,5,2,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,3.636363636
R_38JgfgJ9skBVSbb,1,Jessie,0,0,7,5,7,1,7,6,6,7,7,6,6,6,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,6.363636364
R_38JgfgJ9skBVSbb,1,Jordan,3,0,5,5,5,6,2,2,5,5,3,5,5,1,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,3.909090909
R_38JgfgJ9skBVSbb,1,Pat,0,2,6,5,5,1,7,5,5,7,6,6,6,6,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,5.818181818
R_38JgfgJ9skBVSbb,1,Sam,1,4,6,5,5,5,3,3,5,6,5,5,5,6,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,4.909090909
R_38JgfgJ9skBVSbb,1,Taylor,4,0,7,5,7,1,7,5,6,6,7,6,6,4,4,42,7,6,7,3,1,3.375,4.333333333,4.888888889,1.25,4.4,6
R_3HIhkgP9Z0XLVlz,3,Adrian,0,0,5,2,2,5,3,2,5,7,6,5,5,3,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,4.090909091
R_3HIhkgP9Z0XLVlz,3,Alex,0,0,4,3,2,5,3,2,5,4,4,3,4,4,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,3.454545455
R_3HIhkgP9Z0XLVlz,3,Blair,2,0,6,6,6,2,6,2,7,5,6,6,5,5,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,5.454545455
R_3HIhkgP9Z0XLVlz,3,C.J.,2,0,6,3,3,2,6,2,6,3,4,6,5,4,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,4.363636364
R_3HIhkgP9Z0XLVlz,3,Cameron,3,0,2,2,3,5,3,2,5,4,4,5,5,2,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,3.363636364
R_3HIhkgP9Z0XLVlz,3,Chris,0,3,3,2,2,6,2,2,5,5,4,5,4,2,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,3.272727273
R_3HIhkgP9Z0XLVlz,3,Jamie,0,3,6,2,2,7,1,1,6,5,5,6,5,6,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,4.090909091
R_3HIhkgP9Z0XLVlz,3,Jessie,2,0,5,2,2,7,1,1,5,5,5,6,5,1,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,3.454545455
R_3HIhkgP9Z0XLVlz,3,Jordan,0,3,2,2,2,7,1,1,5,3,3,4,4,1,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,2.545454545
R_3HIhkgP9Z0XLVlz,3,Pat,0,0,6,3,5,2,6,2,6,6,5,6,5,6,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,5.090909091
R_3HIhkgP9Z0XLVlz,3,Sam,0,0,7,6,6,1,7,4,6,7,6,6,6,6,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,6.090909091
R_3HIhkgP9Z0XLVlz,3,Taylor,0,4,3,3,2,5,3,2,2,4,2,2,4,1,2,33,6,5.75,6,,,4.25,3.666666667,4.222222222,3.125,4.9,2.545454545
R_3ql6WO4EOQ5yaQl,1,Adrian,0,2,5,4,4,3,5,4,5,5,4,5,4,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.545454545
R_3ql6WO4EOQ5yaQl,1,Alex,0,3,5,5,5,3,5,5,5,4,5,5,4,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.818181818
R_3ql6WO4EOQ5yaQl,1,Blair,0,0,4,4,4,3,5,4,5,4,4,5,4,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.363636364
R_3ql6WO4EOQ5yaQl,1,C.J.,0,0,3,3,3,3,5,4,5,3,3,5,4,3,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,3.727272727
R_3ql6WO4EOQ5yaQl,1,Cameron,0,0,5,5,5,5,3,5,5,5,5,5,5,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.818181818
R_3ql6WO4EOQ5yaQl,1,Chris,2,0,3,3,3,5,3,5,5,5,5,5,6,3,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.181818182
R_3ql6WO4EOQ5yaQl,1,Jamie,2,0,4,4,5,4,4,4,5,5,5,5,5,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.636363636
R_3ql6WO4EOQ5yaQl,1,Jessie,0,0,4,5,5,3,5,4,5,5,5,5,5,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.818181818
R_3ql6WO4EOQ5yaQl,1,Jordan,3,0,5,4,5,3,5,4,5,4,5,5,5,4,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.636363636
R_3ql6WO4EOQ5yaQl,1,Pat,0,2,4,4,3,3,5,4,5,5,4,5,5,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.454545455
R_3ql6WO4EOQ5yaQl,1,Sam,1,4,5,5,5,3,5,4,5,5,5,5,5,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.909090909
R_3ql6WO4EOQ5yaQl,1,Taylor,4,0,4,5,5,3,5,4,4,5,5,4,4,5,3,27,5,4,6,2,1,3,4,3.555555556,2.75,3.9,4.545454545
R_3UlB6IFtaPw8dal,2,Adrian,3,0,5,3,3,5,3,3,6,6,5,6,6,5,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,4.636363636
R_3UlB6IFtaPw8dal,2,Alex,3,0,4,4,4,5,3,3,4,4,3,4,4,3,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,3.636363636
R_3UlB6IFtaPw8dal,2,Blair,0,3,3,2,3,6,2,2,5,3,3,4,5,3,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,3.181818182
R_3UlB6IFtaPw8dal,2,C.J.,0,4,5,3,3,6,2,2,6,3,5,5,6,2,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,3.818181818
R_3UlB6IFtaPw8dal,2,Cameron,0,2,6,6,6,3,5,3,6,6,6,6,6,6,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,5.636363636
R_3UlB6IFtaPw8dal,2,Chris,0,0,5,3,5,5,3,3,6,6,5,6,6,5,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,4.818181818
R_3UlB6IFtaPw8dal,2,Jamie,0,0,6,5,5,3,5,4,6,6,6,6,6,6,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,5.545454545
R_3UlB6IFtaPw8dal,2,Jessie,0,3,6,5,6,5,3,3,6,6,6,6,6,5,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,5.272727273
R_3UlB6IFtaPw8dal,2,Jordan,0,0,6,5,5,3,5,3,6,6,6,6,6,6,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,5.454545455
R_3UlB6IFtaPw8dal,2,Pat,2,0,5,3,5,5,3,3,5,5,5,5,5,5,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,4.454545455
R_3UlB6IFtaPw8dal,2,Sam,2,0,5,3,5,5,3,3,6,6,5,5,6,3,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,4.545454545
R_3UlB6IFtaPw8dal,2,Taylor,0,0,6,3,5,4,4,3,6,6,5,6,6,6,4,31,7,5.5,6,3,1,2.75,3.555555556,3.444444444,3.125,4.3,5.090909091
R_3wr9ahE7w5eTLq5,2,Adrian,3,0,6,6,6,5,3,5,6,6,6,6,6,3,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,5.363636364
R_3wr9ahE7w5eTLq5,2,Alex,3,0,5,3,5,5,3,3,6,6,5,6,6,3,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,4.636363636
R_3wr9ahE7w5eTLq5,2,Blair,0,3,3,2,3,5,3,3,5,5,3,5,5,3,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,3.636363636
R_3wr9ahE7w5eTLq5,2,C.J.,0,4,6,6,6,3,5,4,6,6,6,6,6,6,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,5.727272727
R_3wr9ahE7w5eTLq5,2,Cameron,0,2,5,5,5,4,4,4,6,6,6,5,6,6,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,5.272727273
R_3wr9ahE7w5eTLq5,2,Chris,0,0,5,5,5,6,2,3,6,6,6,6,6,6,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,5.090909091
R_3wr9ahE7w5eTLq5,2,Jamie,0,0,6,5,6,4,4,4,6,6,6,6,6,5,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,5.454545455
R_3wr9ahE7w5eTLq5,2,Jessie,0,3,3,2,5,3,5,5,6,6,2,6,6,6,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,4.727272727
R_3wr9ahE7w5eTLq5,2,Jordan,0,0,3,5,5,3,5,5,6,6,6,6,6,6,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,5.363636364
R_3wr9ahE7w5eTLq5,2,Pat,2,0,3,3,5,4,4,4,5,5,5,3,5,5,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,4.272727273
R_3wr9ahE7w5eTLq5,2,Sam,2,0,5,3,5,5,3,3,5,5,5,5,5,3,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,4.272727273
R_3wr9ahE7w5eTLq5,2,Taylor,0,0,5,5,6,3,5,3,6,5,5,5,5,5,2,30,1,1.25,6,3,1,2.75,4,4.666666667,1.125,4,5
R_3Wv71iaTlkfsmH3,3,Adrian,0,0,5,5,7,2,6,4,6,7,6,6,6,6,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,5.818181818
R_3Wv71iaTlkfsmH3,3,Alex,0,0,3,2,3,4,4,4,4,4,3,4,5,5,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,3.727272727
R_3Wv71iaTlkfsmH3,3,Blair,2,0,1,1,1,5,3,3,4,1,1,4,3,4,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,2.363636364
R_3Wv71iaTlkfsmH3,3,C.J.,2,0,3,2,2,5,3,2,4,3,3,3,3,4,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,2.909090909
R_3Wv71iaTlkfsmH3,3,Cameron,3,0,5,5,7,5,3,3,7,7,6,6,6,3,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,5.272727273
R_3Wv71iaTlkfsmH3,3,Chris,0,3,5,4,5,3,5,5,5,5,5,5,4,5,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,4.818181818
R_3Wv71iaTlkfsmH3,3,Jamie,0,3,6,6,6,3,5,6,6,6,6,6,6,6,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,5.909090909
R_3Wv71iaTlkfsmH3,3,Jessie,2,0,6,6,7,5,3,3,6,7,6,6,6,6,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,5.636363636
R_3Wv71iaTlkfsmH3,3,Jordan,0,3,5,4,6,4,4,4,5,6,5,5,5,5,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,4.909090909
R_3Wv71iaTlkfsmH3,3,Pat,0,0,5,4,6,3,5,4,5,5,5,5,5,5,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,4.909090909
R_3Wv71iaTlkfsmH3,3,Sam,0,0,6,5,6,3,5,5,6,6,6,6,6,6,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,5.727272727
R_3Wv71iaTlkfsmH3,3,Taylor,0,4,7,6,7,1,7,7,7,7,7,7,7,7,4,31,3,2.5,6,3,1,3.875,4.777777778,5,1.375,4.1,6.909090909
R_4IcUSPH7KCMjq05,3,Adrian,0,0,5,4,5,3,5,4,6,6,5,6,4,5,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,5
R_4IcUSPH7KCMjq05,3,Alex,0,0,3,3,3,4,4,4,6,4,4,5,4,5,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,4.090909091
R_4IcUSPH7KCMjq05,3,Blair,2,0,3,2,5,5,3,3,6,4,4,5,4,3,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,3.818181818
R_4IcUSPH7KCMjq05,3,C.J.,2,0,2,2,2,6,2,2,6,3,3,4,4,2,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,2.909090909
R_4IcUSPH7KCMjq05,3,Cameron,3,0,4,3,5,5,3,3,6,6,5,5,4,3,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,4.272727273
R_4IcUSPH7KCMjq05,3,Chris,0,3,2,2,3,6,2,2,6,4,3,3,4,2,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,3
R_4IcUSPH7KCMjq05,3,Jamie,0,3,5,3,5,3,5,3,6,5,5,5,4,3,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,4.454545455
R_4IcUSPH7KCMjq05,3,Jessie,2,0,5,3,4,5,3,3,6,5,5,5,4,3,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,4.181818182
R_4IcUSPH7KCMjq05,3,Jordan,0,3,4,3,5,4,4,4,6,5,5,5,5,4,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,4.545454545
R_4IcUSPH7KCMjq05,3,Pat,0,0,4,3,5,4,4,3,6,4,5,5,4,6,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,4.454545455
R_4IcUSPH7KCMjq05,3,Sam,0,0,5,5,6,2,6,4,6,6,6,6,4,6,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,5.454545455
R_4IcUSPH7KCMjq05,3,Taylor,0,4,5,4,6,4,4,4,5,6,5,5,4,3,4,29,5,2,6,3,1,2.75,3.666666667,3.888888889,3,3.4,4.636363636
R_4Jco7h1WoQEFRiJ,1,Adrian,0,2,5,3,6,6,2,3,5,6,5,5,5,5,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,4.545454545
R_4Jco7h1WoQEFRiJ,1,Alex,0,3,3,1,2,5,3,2,7,4,2,5,4,6,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,3.545454545
R_4Jco7h1WoQEFRiJ,1,Blair,0,0,5,2,1,3,5,3,7,2,1,6,2,6,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,3.636363636
R_4Jco7h1WoQEFRiJ,1,C.J.,0,0,5,2,1,4,4,4,6,1,1,5,1,7,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,3.363636364
R_4Jco7h1WoQEFRiJ,1,Cameron,0,0,5,5,5,2,6,4,5,6,6,5,6,6,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,5.363636364
R_4Jco7h1WoQEFRiJ,1,Chris,2,0,5,5,3,3,5,4,4,4,4,4,4,3,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,4.090909091
R_4Jco7h1WoQEFRiJ,1,Jamie,2,0,5,3,2,5,3,2,5,2,2,5,2,5,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,3.272727273
R_4Jco7h1WoQEFRiJ,1,Jessie,0,0,5,3,7,2,6,4,5,7,6,5,6,6,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,5.454545455
R_4Jco7h1WoQEFRiJ,1,Jordan,3,0,5,5,2,5,3,5,5,2,2,5,3,5,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,3.818181818
R_4Jco7h1WoQEFRiJ,1,Pat,0,2,1,1,2,6,2,1,6,2,1,5,3,5,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,2.636363636
R_4Jco7h1WoQEFRiJ,1,Sam,1,4,5,2,3,6,2,2,6,6,5,6,5,5,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,4.272727273
R_4Jco7h1WoQEFRiJ,1,Taylor,4,0,5,5,2,5,3,2,3,6,5,4,5,5,4,41,3,2,6,3,1,3,3.111111111,3.888888889,1.75,4,4.090909091
R_4Yq8mxqvADdqbWZ,1,Adrian,0,2,4,2,4,3,5,2,5,5,3,5,3,5,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,3.909090909
R_4Yq8mxqvADdqbWZ,1,Alex,0,3,4,2,2,4,4,3,5,4,4,5,3,5,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,3.727272727
R_4Yq8mxqvADdqbWZ,1,Blair,0,0,5,4,3,4,4,3,5,5,5,5,4,5,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,4.363636364
R_4Yq8mxqvADdqbWZ,1,C.J.,0,0,5,3,4,5,3,3,5,3,2,4,2,5,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,3.545454545
R_4Yq8mxqvADdqbWZ,1,Cameron,0,0,5,5,6,3,5,3,6,6,6,6,6,6,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,5.454545455
R_4Yq8mxqvADdqbWZ,1,Chris,2,0,5,3,5,4,4,3,5,3,3,4,3,5,2,32,7,5.25,5,4,1,2.625,2.444444444,4,2,3.2,3.909090909
